run_id,created_at_utc,task_id,subtask_id,task_dir,model_name,tag,orchestrator_variant,success,termination_reason,error_type,judge_accepted,judge_force_accepted,wall_clock_seconds,plan_created,total_delegations,submission_attempts,judge_rejections,template_matched,template_id,template_similarity,memo_hits,agent_curations_run,episode_curation_run,episode_curation_skipped,episode_familiarity,executed_agents,optimal_sequence,capability_boosted_agents,agent_discovery_sources,agent_retrieval_log,total_input_tokens,total_output_tokens,total_tokens,embedding_tokens,cost_llm,cost_embedding,cost_total,playbook_confirm_votes,playbook_contradict_votes,playbook_bullets_added,playbook_bullets_pruned,playbook_unconfirmed_prunes,playbook_harm_prunes,playbook_consolidation_merges,playbook_evolution,num_internal_tool_calls,tool_call_history
019e2114-86a2-7b53-af53-12ba64058482,2026-05-13T11:24:39.922703+00:00,1-9,2,tasks/officebench/1-9,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,1,planned,,1,0,26.14,0,1,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel""]",[],0,"{""excel"": ""embedding""}","[{""call"": 1, ""capabilities"": [""Excel spreadsheet editing"", ""salary calculation"", ""data extraction from Excel""], ""unmatched"": [""salary calculation""], ""results"": [{""agent"": ""excel"", ""score"": 0.9161, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel spreadsheet editing"", ""data extraction from Excel""]}]}]",18394,1156,19550,82,0.019185768456426125,7.9999999999997e-06,0.019193768456426126,0,0,0,0,0,0,0,[],2,"[""gather_context"", ""task_complete""]"
019e2115-2c4b-7e20-836e-c149c43a2ccf,2026-05-13T11:27:47.622972+00:00,1-9,3,tasks/officebench/1-9,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,171.22,1,3,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel"", ""log_analyzer""]",[],0,"{""excel"": ""embedding"", ""database"": ""embedding"", ""log_analyzer"": ""embedding""}","[{""call"": 1, ""capabilities"": [""Excel file manipulation"", ""Spreadsheet calculation"", ""Data extraction from Excel""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.9112, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel file manipulation"", ""Spreadsheet calculation"", ""Data extraction from Excel""]}, {""agent"": ""database"", ""score"": 0.7607, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""Excel file manipulation""]}]}, {""call"": 2, ""capabilities"": [""Excel file retrieval/location"", ""Spreadsheet modification"", ""Error recovery when file missing""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8829, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel file retrieval/location"", ""Spreadsheet modification""]}, {""agent"": ""log_analyzer"", ""score"": 0.7592, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""Error recovery when file missing""]}]}]",32246,2758,35004,113,0.03705728930781611,1.0999999999999586e-05,0.03706828930781611,0,0,0,0,0,0,0,[],4,"[""gather_context"", ""gather_context"", ""create_plan"", ""task_complete""]"
019e2118-06b9-7651-b6a4-b86837186899,2026-05-13T11:28:37.380184+00:00,1-9,4,tasks/officebench/1-9,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,34.24,0,3,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel"", ""form_filler""]",[],0,"{""excel"": ""embedding"", ""database"": ""embedding"", ""chart_builder"": ""embedding"", ""data_anonymizer"": ""embedding"", ""form_filler"": ""embedding"", ""invoice_processor"": ""embedding"", ""log_analyzer"": ""embedding"", ""video_editor"": ""embedding""}","[{""call"": 1, ""capabilities"": [""spreadsheet or CSV file editing"", ""data aggregation and summation"", ""file/table manipulation""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.861, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""spreadsheet or CSV file editing""]}, {""agent"": ""database"", ""score"": 0.8095, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""spreadsheet or CSV file editing"", ""file/table manipulation""]}, {""agent"": ""chart_builder"", ""score"": 0.8071, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""data aggregation and summation""]}, {""agent"": ""data_anonymizer"", ""score"": 0.7898, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""spreadsheet or CSV file editing"", ""data aggregation and summation""]}]}, {""call"": 2, ""capabilities"": [""file ingestion and validation"", ""CSV/text table manipulation"", ""prompting for missing input data""], ""unmatched"": [], ""results"": [{""agent"": ""form_filler"", ""score"": 0.8012, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""prompting for missing input data""]}, {""agent"": ""invoice_processor"", ""score"": 0.7852, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""file ingestion and validation""]}, {""agent"": ""log_analyzer"", ""score"": 0.785, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""file ingestion and validation""]}, {""agent"": ""database"", ""score"": 0.7818, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""CSV/text table manipulation""]}, {""agent"": ""video_editor"", ""score"": 0.7712, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 5, ""matched_capabilities"": [""file ingestion and validation""]}]}]",28639,2517,31156,121,0.03322687534783876,1.1999999999999548e-05,0.03323887534783876,0,0,0,0,0,0,0,[],3,"[""gather_context"", ""gather_context"", ""task_complete""]"
019e2118-c4bc-73d0-869b-8ddd79ad1ee1,2026-05-13T11:29:15.740171+00:00,1-9,5,tasks/officebench/1-9,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,23.97,0,1,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel""]",[],0,"{""excel"": ""embedding"", ""video_editor"": ""embedding"", ""chart_builder"": ""embedding""}","[{""call"": 1, ""capabilities"": [""excel file editing"", ""spreadsheet calculation"", ""data extraction from shopping list""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.9073, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""excel file editing"", ""spreadsheet calculation""]}, {""agent"": ""video_editor"", ""score"": 0.7782, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""excel file editing""]}, {""agent"": ""chart_builder"", ""score"": 0.7643, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""data extraction from shopping list""]}]}]",20856,1054,21910,84,0.020552436193856983,7.9999999999997e-06,0.020560436193856984,0,0,0,0,0,0,0,[],2,"[""gather_context"", ""task_complete""]"
019e2119-5e16-73b0-b499-1c26041f2fcf,2026-05-13T11:30:12.359685+00:00,1-10,0,tasks/officebench/1-10,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,41.33,0,3,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel"", ""database""]",[],0,"{""excel"": ""embedding"", ""database"": ""embedding"", ""invoice_processor"": ""embedding"", ""xml_parser"": ""embedding"", ""log_analyzer"": ""embedding"", ""code_reviewer"": ""embedding""}","[{""call"": 1, ""capabilities"": [""data retrieval from gradebook or spreadsheet"", ""math computation of difference"", ""parsing exam scores""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8268, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""data retrieval from gradebook or spreadsheet""]}, {""agent"": ""database"", ""score"": 0.8105, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""data retrieval from gradebook or spreadsheet""]}, {""agent"": ""invoice_processor"", ""score"": 0.7896, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""parsing exam scores""]}, {""agent"": ""xml_parser"", ""score"": 0.7869, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""parsing exam scores""]}, {""agent"": ""log_analyzer"", ""score"": 0.7849, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 5, ""matched_capabilities"": [""parsing exam scores""]}, {""agent"": ""code_reviewer"", ""score"": 0.7631, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 6, ""matched_capabilities"": [""math computation of difference""]}]}, {""call"": 2, ""capabilities"": [""gradebook/spreadsheet file discovery"", ""database query for midterm 1 scores"", ""identify correct data source path/name""], ""unmatched"": [""identify correct data source path/name""], ""results"": [{""agent"": ""excel"", ""score"": 0.859, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""gradebook/spreadsheet file discovery""]}, {""agent"": ""database"", ""score"": 0.8094, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""database query for midterm 1 scores""]}]}]",36937,2476,39413,124,0.039247701982876484,1.1999999999999548e-05,0.03925970198287648,0,0,0,0,0,0,0,[],2,"[""gather_context"", ""task_complete""]"
019e211a-3733-76d2-a819-57d9a972fb98,2026-05-13T11:31:09.803140+00:00,1-10,1,tasks/officebench/1-10,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,43.22,0,2,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel""]",[],0,"{""excel"": ""embedding"", ""expense_reporter"": ""embedding"", ""weather_service"": ""embedding"", ""data_anonymizer"": ""embedding"", ""log_analyzer"": ""embedding""}","[{""call"": 1, ""capabilities"": [""read and parse Excel files"", ""compare numeric columns and filter rows"", ""data extraction and reporting""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8778, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""read and parse Excel files""]}, {""agent"": ""expense_reporter"", ""score"": 0.7917, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""data extraction and reporting""]}, {""agent"": ""weather_service"", ""score"": 0.7844, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""data extraction and reporting""]}, {""agent"": ""data_anonymizer"", ""score"": 0.7687, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""data extraction and reporting""]}, {""agent"": ""log_analyzer"", ""score"": 0.7556, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 5, ""matched_capabilities"": [""compare numeric columns and filter rows""]}]}, {""call"": 2, ""capabilities"": [""identify required file path/name in /testbed/data"", ""robustly parse Excel even if format is unclear"", ""data extraction and reporting""], ""unmatched"": [""identify required file path/name in /testbed/data""], ""results"": [{""agent"": ""excel"", ""score"": 0.8529, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""robustly parse Excel even if format is unclear""]}, {""agent"": ""expense_reporter"", ""score"": 0.7917, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""data extraction and reporting""]}, {""agent"": ""weather_service"", ""score"": 0.7844, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""data extraction and reporting""]}, {""agent"": ""data_anonymizer"", ""score"": 0.7687, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""data extraction and reporting""]}]}]",28770,3222,31992,123,0.03662669536314613,1.1999999999999548e-05,0.03663869536314613,0,0,0,0,0,0,0,[],2,"[""gather_context"", ""task_complete""]"
019e211b-14b5-72f2-8614-e58c287d0d09,2026-05-13T11:32:20.296689+00:00,1-10,2,tasks/officebench/1-10,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,56.94,1,4,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel"", ""backup_manager"", ""database""]",[],0,"{""excel"": ""embedding"", ""xml_parser"": ""embedding"", ""backup_manager"": ""embedding"", ""database"": ""embedding"", ""data_anonymizer"": ""embedding""}","[{""call"": 1, ""capabilities"": [""Excel data processing"", ""Spreadsheet manipulation"", ""Identify maximum value in a column and append duplicate row""], ""unmatched"": [""Identify maximum value in a column and append duplicate row""], ""results"": [{""agent"": ""excel"", ""score"": 0.9053, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel data processing"", ""Spreadsheet manipulation""]}, {""agent"": ""xml_parser"", ""score"": 0.7747, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""Excel data processing""]}]}, {""call"": 2, ""capabilities"": [""File discovery in /testbed/data for .xlsx files"", ""Excel file reading and max-value computation once file is identified""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8477, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel file reading and max-value computation once file is identified""]}, {""agent"": ""backup_manager"", ""score"": 0.7505, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""File discovery in /testbed/data for .xlsx files""]}]}, {""call"": 3, ""capabilities"": [""File discovery in /testbed/data"", ""Excel file reading and manipulation""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.9053, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel file reading and manipulation""]}, {""agent"": ""database"", ""score"": 0.7851, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""Excel file reading and manipulation""]}, {""agent"": ""data_anonymizer"", ""score"": 0.7635, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""File discovery in /testbed/data""]}]}]",67322,3416,70738,169,0.0664013305632829,1.699999999999936e-05,0.0664183305632829,0,0,0,0,0,0,0,[],5,"[""gather_context"", ""gather_context"", ""gather_context"", ""create_plan"", ""task_complete""]"
019e211c-28ec-7341-97d1-7a3500abb022,2026-05-13T11:33:44.386416+00:00,1-10,3,tasks/officebench/1-10,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,70.21,1,2,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel""]",[],0,"{""excel"": ""embedding"", ""chart_builder"": ""embedding"", ""invoice_processor"": ""embedding"", ""inventory_tracker"": ""embedding"", ""meeting_summarizer"": ""embedding"", ""database"": ""embedding"", ""data_anonymizer"": ""embedding""}","[{""call"": 1, ""capabilities"": [""Excel file manipulation"", ""data extraction from spreadsheets"", ""budget item cost comparison"", ""lowest/highest value computation"", ""update Excel workbook""], ""unmatched"": [""lowest/highest value computation""], ""results"": [{""agent"": ""excel"", ""score"": 0.9112, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel file manipulation"", ""update Excel workbook""]}, {""agent"": ""chart_builder"", ""score"": 0.7969, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""data extraction from spreadsheets""]}, {""agent"": ""invoice_processor"", ""score"": 0.7828, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""budget item cost comparison""]}, {""agent"": ""inventory_tracker"", ""score"": 0.7793, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""budget item cost comparison""]}, {""agent"": ""meeting_summarizer"", ""score"": 0.7626, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 5, ""matched_capabilities"": [""budget item cost comparison""]}, {""agent"": ""database"", ""score"": 0.7607, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 6, ""matched_capabilities"": [""Excel file manipulation""]}, {""agent"": ""data_anonymizer"", ""score"": 0.7592, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 7, ""matched_capabilities"": [""data extraction from spreadsheets""]}]}, {""call"": 2, ""capabilities"": [""Excel file manipulation"", ""read/write Excel"", ""identify cost column and budget items"", ""min/max computation in spreadsheet""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.9112, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""Excel file manipulation"", ""read/write Excel"", ""min/max computation in spreadsheet""]}, {""agent"": ""meeting_summarizer"", ""score"": 0.7703, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""identify cost column and budget items""]}, {""agent"": ""database"", ""score"": 0.7607, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""Excel file manipulation""]}, {""agent"": ""invoice_processor"", ""score"": 0.7605, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""identify cost column and budget items""]}]}]",24589,1377,25966,132,0.024858375640556808,1.2999999999999508e-05,0.024871375640556807,0,0,0,0,0,0,0,[],3,"[""gather_context"", ""create_plan"", ""task_complete""]"
019e211d-6ee5-72e1-8cc5-bc8006c4d190,2026-05-13T11:34:12.214835+00:00,1-10,4,tasks/officebench/1-10,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,1,planned,,1,0,14.73,0,1,0,0,0,,0.0,0,0,0,1,-1.0,"[""excel""]",[],0,"{""excel"": ""embedding"", ""data_anonymizer"": ""embedding"", ""invoice_processor"": ""embedding"", ""inventory_tracker"": ""embedding"", ""barcode_scanner"": ""embedding""}","[{""call"": 1, ""capabilities"": [""read and analyze Excel files"", ""extract quantities for bought items and compute minimum"", ""data cleaning for spreadsheet columns""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8982, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""read and analyze Excel files"", ""data cleaning for spreadsheet columns""]}, {""agent"": ""data_anonymizer"", ""score"": 0.8245, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""data cleaning for spreadsheet columns""]}, {""agent"": ""invoice_processor"", ""score"": 0.7739, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""extract quantities for bought items and compute minimum""]}, {""agent"": ""inventory_tracker"", ""score"": 0.7673, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""extract quantities for bought items and compute minimum""]}, {""agent"": ""barcode_scanner"", ""score"": 0.7536, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 5, ""matched_capabilities"": [""read and analyze Excel files""]}]}]",10712,771,11483,83,0.011629780801260646,7.9999999999997e-06,0.011637780801260645,0,0,0,0,0,0,0,[],2,"[""gather_context"", ""task_complete""]"
019e211d-dce2-7b81-8c97-4b0d6924e04a,2026-05-13T11:34:55.728483+00:00,1-12,0,tasks/officebench/1-12,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,30.0,1,3,0,0,0,,0.0,0,0,0,1,-1.0,"[""database"", ""dns_resolver"", ""weather_service""]",[],0,"{""database"": ""embedding"", ""dns_resolver"": ""embedding"", ""contact_manager"": ""embedding"", ""weather_service"": ""embedding""}","[{""call"": 1, ""capabilities"": [""database lookup of course roster"", ""student enrollment statistics retrieval"", ""querying academic records for course CS161 and senior status""], ""unmatched"": [], ""results"": [{""agent"": ""database"", ""score"": 0.7934, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""database lookup of course roster"", ""student enrollment statistics retrieval"", ""querying academic records for course CS161 and senior status""]}]}, {""call"": 2, ""capabilities"": [""database query agent"", ""student roster lookup agent"", ""academic records query agent""], ""unmatched"": [], ""results"": [{""agent"": ""database"", ""score"": 0.9056, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""database query agent"", ""academic records query agent""]}, {""agent"": ""dns_resolver"", ""score"": 0.7911, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""student roster lookup agent"", ""academic records query agent""]}, {""agent"": ""contact_manager"", ""score"": 0.7641, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""student roster lookup agent""]}]}, {""call"": 3, ""capabilities"": [""course roster retrieval"", ""student enrollment statistics retrieval"", ""academic records query"", ""data lookup for CS161 class roster""], ""unmatched"": [], ""results"": [{""agent"": ""database"", ""score"": 0.8227, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""course roster retrieval"", ""student enrollment statistics retrieval"", ""academic records query""]}, {""agent"": ""dns_resolver"", ""score"": 0.7575, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""academic records query""]}, {""agent"": ""weather_service"", ""score"": 0.7542, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""data lookup for CS161 class roster""]}]}, {""call"": 4, ""capabilities"": [""course roster retrieval"", ""student enrollment statistics retrieval"", ""academic records query"", ""data lookup for CS161 class roster""], ""unmatched"": [], ""results"": [{""agent"": ""database"", ""score"": 0.8227, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""course roster retrieval"", ""student enrollment statistics retrieval"", ""academic records query""]}, {""agent"": ""dns_resolver"", ""score"": 0.7575, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""academic records query""]}, {""agent"": ""weather_service"", ""score"": 0.7542, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""data lookup for CS161 class roster""]}]}]",27999,941,28940,163,0.025371344078989735,1.59999999999994e-05,0.025387344078989734,0,0,0,0,0,0,0,[],5,"[""gather_context"", ""gather_context"", ""gather_context"", ""create_plan"", ""task_complete""]"
019e211e-8530-73b1-996b-20f7482e127a,2026-05-13T11:35:34.434406+00:00,1-12,1,tasks/officebench/1-12,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,25.68,1,3,0,0,0,,0.0,0,0,0,1,-1.0,"[""database"", ""chart_builder"", ""code_reviewer""]",[],0,"{""database"": ""embedding"", ""sentiment_analyzer"": ""embedding"", ""log_analyzer"": ""embedding"", ""chart_builder"": ""embedding"", ""inventory_tracker"": ""embedding"", ""code_reviewer"": ""embedding""}","[{""call"": 1, ""capabilities"": [""database/query agent for course grades"", ""data analysis/counting agent"", ""retrieval agent for CS161 final grades dataset""], ""unmatched"": [], ""results"": [{""agent"": ""database"", ""score"": 0.8551, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""database/query agent for course grades"", ""retrieval agent for CS161 final grades dataset""]}, {""agent"": ""sentiment_analyzer"", ""score"": 0.8195, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""data analysis/counting agent""]}, {""agent"": ""log_analyzer"", ""score"": 0.8031, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""data analysis/counting agent""]}, {""agent"": ""chart_builder"", ""score"": 0.7924, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""data analysis/counting agent""]}]}, {""call"": 2, ""capabilities"": [""data retrieval for course grades"", ""counting from tabular dataset"", ""statistics/counting agent""], ""unmatched"": [], ""results"": [{""agent"": ""inventory_tracker"", ""score"": 0.8292, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""statistics/counting agent""]}, {""agent"": ""log_analyzer"", ""score"": 0.8157, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""statistics/counting agent""]}, {""agent"": ""code_reviewer"", ""score"": 0.8151, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""statistics/counting agent""]}, {""agent"": ""chart_builder"", ""score"": 0.8016, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""counting from tabular dataset""]}, {""agent"": ""database"", ""score"": 0.7931, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 5, ""matched_capabilities"": [""data retrieval for course grades""]}]}, {""call"": 3, ""capabilities"": [""grade data retrieval"", ""database querying"", ""counting/statistics""], ""unmatched"": [""counting/statistics""], ""results"": [{""agent"": ""database"", ""score"": 0.8802, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""grade data retrieval"", ""database querying""]}]}]",25685,774,26459,157,0.022855177724048617,1.59999999999994e-05,0.022871177724048616,0,0,0,0,0,0,0,[],4,"[""gather_context"", ""gather_context"", ""create_plan"", ""task_complete""]"
019e211f-1b5d-7220-8dc4-ddd455bbfaec,2026-05-13T11:36:08.505288+00:00,1-12,2,tasks/officebench/1-12,gpt-5.1,final-sparse_cards_baseline,final/sparse_cards_baseline,0,planned,,1,0,21.28,1,3,0,0,0,,0.0,0,0,0,1,-1.0,"[""database"", ""sentiment_analyzer"", ""travel_booker""]",[],0,"{""sentiment_analyzer"": ""embedding"", ""database"": ""embedding"", ""travel_booker"": ""embedding""}","[{""call"": 1, ""capabilities"": [""student grade lookup"", ""homework score retrieval"", ""searching course grade records""], ""unmatched"": [""student grade lookup""], ""results"": [{""agent"": ""sentiment_analyzer"", ""score"": 0.7785, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""homework score retrieval""]}, {""agent"": ""database"", ""score"": 0.7661, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 2, ""matched_capabilities"": [""homework score retrieval""]}, {""agent"": ""travel_booker"", ""score"": 0.7594, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 3, ""matched_capabilities"": [""searching course grade records""]}]}, {""call"": 2, ""capabilities"": [""gradebook lookup"", ""database query for student homework scores"", ""roster/grade retrieval""], ""unmatched"": [""gradebook lookup""], ""results"": [{""agent"": ""database"", ""score"": 0.8252, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 1, ""matched_capabilities"": [""database query for student homework scores"", ""roster/grade retrieval""]}]}]",21032,673,21705,97,0.018901202023426846,9.999999999999626e-06,0.018911202023426846,0,0,0,0,0,0,0,[],3,"[""gather_context"", ""create_plan"", ""task_complete""]"
